,Model,NoiseLevel,NoiseType,OutOfBag,KFold_tr_samples,KFold_vl_samples,Variable,Fold_nr,ExplVar,Max_err,Mean_abs_Err,Mean_sqr_err,Median_abs_err,r2,MAPE,ModelName
319,MTN,0.1,Inverted,200,1620,180,lai,10,0.6895659988586573,4.663833009451595,1.1978907284600158,2.5196199067789404,0.9084468270358805,0.6869908706364232,23.41438555505645,Not stored
320,RFR,0.15,Combined,200,1620,180,cab,1,0.743173000198843,52.78559652570115,13.595170106370299,335.3342196151723,10.396246944741968,0.7415790910564504,21.781669155448615,Not stored
321,GPR,0.15,Combined,200,1620,180,cab,1,0.7467125250375217,50.039011340490035,14.142965892752551,329.2520694737845,12.465114588164804,0.7462662201233028,25.733789191378936,Not stored
322,ANN,0.15,Combined,200,1620,180,cab,1,0.7649635545713394,58.71464229255524,13.161830103418117,305.13979012148343,9.516350694995598,0.7648480312908992,21.836115901495823,Not stored
323,MTN,0.15,Combined,200,1620,180,cab,1,0.7616588596910011,61.05671764045563,13.498937326125388,314.9294920299298,10.281310224580508,0.7573037261842794,21.197589820957127,Not stored
324,RFR,0.15,Inverted,200,1620,180,cab,1,-0.15950207487435475,105.82239983849254,32.15322834913001,1752.6658553583818,26.76787969698286,-0.3506689055945791,48.480490180810676,Not stored
325,GPR,0.15,Inverted,200,1620,180,cab,1,0.3917074786547594,68.8733175716651,23.381372276706596,789.3409665207132,21.972278247208518,0.39170475870684596,48.778849502476206,Not stored
326,ANN,0.15,Inverted,200,1620,180,cab,1,0.08396314564079788,109.31695910540147,29.126202996407436,1375.769661999875,24.560203692985645,-0.060218807847792766,45.24543112226284,Not stored
327,MTN,0.15,Inverted,200,1620,180,cab,1,0.4066515513839365,70.6435658703482,22.931328865227975,772.0982570172916,20.91587294888864,0.40499262615931575,46.803503743130236,Not stored
328,RFR,0.15,Combined,200,1620,180,cw,1,0.19080741475769358,0.004256870042684861,0.0017228331105189703,3.988682680159968e-06,0.001739178823597011,0.19078631306167382,37.444519564100695,Not stored
329,GPR,0.15,Combined,200,1620,180,cw,1,0.4053205518568568,0.004518036797049111,0.0013991977375697221,2.932660500314995e-06,0.001213350923865519,0.40502937779369386,29.380982045448707,Not stored
330,ANN,0.15,Combined,200,1620,180,cw,1,0.3546538582871329,0.004727925674210053,0.0014266533705406094,3.2441281848377856e-06,0.0011768686995186762,0.341839614765284,30.66114805390071,Not stored
331,MTN,0.15,Combined,200,1620,180,cw,1,0.38389524861102986,0.004499529227351157,0.0014326080141682212,3.1402515901657963e-06,0.0011291008984135689,0.3629138312175558,27.77311436390085,Not stored
332,RFR,0.15,Inverted,200,1620,180,cw,1,0.09473103612525946,0.004371856297489752,0.0018177570266302218,4.472243748873574e-06,0.0017793994504979784,0.09268268671406976,38.58129484843066,Not stored
333,GPR,0.15,Inverted,200,1620,180,cw,1,0.19898389439444086,0.0049073827448055185,0.0016656603854961205,3.962034639676185e-06,0.0015331021098791346,0.19619259900084496,34.42443569935665,Not stored
334,ANN,0.15,Inverted,200,1620,180,cw,1,-0.3155123658484704,0.006563200410831733,0.0020386195943674287,6.4966995797737835e-06,0.0017737747708883637,-0.3180337072260093,39.240450820221824,Not stored
335,MTN,0.15,Inverted,200,1620,180,cw,1,0.18236575683761191,0.004984889155201693,0.001656464243774009,4.038825358258254e-06,0.0015369821939279112,0.1806134954498081,35.739109389585536,Not stored
336,RFR,0.15,Combined,200,1620,180,cm,1,0.2906279389876304,0.004458218069587317,0.0015547149576549484,3.5185974460796964e-06,0.0014025234885801392,0.28378479602216955,34.58371598158605,Not stored
337,GPR,0.15,Combined,200,1620,180,cm,1,0.45210564398023034,0.004645152579928337,0.001323322435453963,2.7050004838678535e-06,0.0010985153624782891,0.4493935430232039,28.658468595294035,Not stored
338,ANN,0.15,Combined,200,1620,180,cm,1,0.48714754356132406,0.004661260064334217,0.0012571871336420494,2.521079895728303e-06,0.0009738933418716542,0.4868308240900836,26.28023912216422,Not stored
339,MTN,0.15,Combined,200,1620,180,cm,1,0.4807863418752535,0.00457897585222179,0.0012575601488607582,2.5523750949675085e-06,0.0010322829267205322,0.4804606445369758,26.30452511172745,Not stored
340,RFR,0.15,Inverted,200,1620,180,cm,1,0.16494288768516663,0.004544559626162499,0.0017101366041512352,4.1205022662991536e-06,0.0015494946228929028,0.16126626692216472,37.7257022681396,Not stored
341,GPR,0.15,Inverted,200,1620,180,cm,1,0.33434562900932707,0.0048722455906164,0.001492264376601629,3.291461529672363e-06,0.0013239108682389037,0.33001861480744155,31.751630786779366,Not stored
342,ANN,0.15,Inverted,200,1620,180,cm,1,-0.08359542760776129,0.0069956525618297734,0.0018698775727645223,5.326804514868403e-06,0.00167810836435977,-0.08427816498792762,36.99045933423831,Not stored
343,MTN,0.15,Inverted,200,1620,180,cm,1,0.27275645371460444,0.005854525029302183,0.0014937360026821118,3.5728184980011578e-06,0.0012448257464736756,0.2727480285723751,30.928966736152475,Not stored
344,RFR,0.15,Combined,200,1620,180,lai,1,0.5077652209947985,5.5888545603043145,1.7504972043150075,4.362330116085943,1.5748689537529863,0.5076795737474102,46.899324643565194,Not stored
345,GPR,0.15,Combined,200,1620,180,lai,1,0.6095868374601695,4.413583746823824,1.518031887446873,3.460691341263506,1.2907409543578137,0.6094360144875542,35.04080410515088,Not stored
346,ANN,0.15,Combined,200,1620,180,lai,1,0.6205279812933511,4.831672777652257,1.444158504580087,3.3647415404575924,1.1722977848551626,0.6202646417520131,30.859038751026112,Not stored
347,MTN,0.15,Combined,200,1620,180,lai,1,0.6000086068024504,4.4845474838918875,1.4771162902204173,3.5454241748303694,1.2312684435692232,0.5998733029024308,31.388948194221477,Not stored
348,RFR,0.15,Inverted,200,1620,180,lai,1,0.29576874205988946,6.506600303871318,2.1147148237807847,6.263128860256091,1.9961764869413159,0.29316072188438935,65.26116260507322,Not stored
349,GPR,0.15,Inverted,200,1620,180,lai,1,0.6132324489273926,4.727151337068459,1.5232997120956446,3.429801100839068,1.4473518192648664,0.6129222009814936,38.08784706570133,Not stored
350,ANN,0.15,Inverted,200,1620,180,lai,1,0.5416630480160898,6.043362093663612,1.558480635628779,4.153051888703204,1.1627635563588425,0.5312981315751477,34.27227969120302,Not stored
351,MTN,0.15,Inverted,200,1620,180,lai,1,0.597581919567508,4.48524010194736,1.518704706429461,3.5726144489750062,1.2474936713422267,0.5968046842971009,34.27618294252227,Not stored
352,RFR,0.15,Combined,200,1620,180,cab,2,0.7368112845287598,53.12389276602726,13.975342548566296,345.05115514561226,9.954848315804618,0.7340908624026498,22.37858715077116,Not stored
353,GPR,0.15,Combined,200,1620,180,cab,2,0.7464621389634223,51.01721153178896,14.1311405077411,330.2874964990951,12.198626224432019,0.7454682818951895,25.311324927542454,Not stored
354,ANN,0.15,Combined,200,1620,180,cab,2,0.7570333679081134,54.042092091139224,13.64664671114866,317.2001743707235,10.947313146990716,0.7555538546826372,23.682751552967524,Not stored
355,MTN,0.15,Combined,200,1620,180,cab,2,0.7569271196263583,60.5902793469986,13.719181168805903,324.80719627161704,10.03678140632642,0.7496916032361898,21.590445698547683,Not stored
356,RFR,0.15,Inverted,200,1620,180,cab,2,-0.17291637353607325,105.79800792657562,31.97079851202227,1733.4997069993522,24.321781089844265,-0.33589876526839557,48.691355417267616,Not stored
357,GPR,0.15,Inverted,200,1620,180,cab,2,0.3880836500069097,67.73560877569003,23.44649794243639,794.3197276907634,21.701881817550436,0.3878679418485673,48.41254432566089,Not stored
358,ANN,0.15,Inverted,200,1620,180,cab,2,0.07241370843483386,107.3819806347525,28.377917651918654,1302.1985711141172,23.257644278011774,-0.0035222136246186864,47.15441294624607,Not stored
359,MTN,0.15,Inverted,200,1620,180,cab,2,0.3911058972392887,70.38375446898101,23.349502298570943,795.0765962696308,21.37480714691061,0.3872846710260244,48.340321338842074,Not stored
360,RFR,0.15,Combined,200,1620,180,cw,2,0.19053867665641655,0.004178299068542403,0.0017230091518228574,3.991658558339409e-06,0.0017625422006608293,0.1901825745478426,37.94518210867395,Not stored
361,GPR,0.15,Combined,200,1620,180,cw,2,0.4034715928674296,0.0045462030506453685,0.001397502692427532,2.9403389639844653e-06,0.0012316097943705984,0.4034715908263573,29.592149544166986,Not stored
362,ANN,0.15,Combined,200,1620,180,cw,2,0.3888917784325112,0.004425082856009465,0.001393614707173771,3.0323706626548044e-06,0.001122268747756327,0.3848004364207541,29.5813727805873,Not stored
363,MTN,0.15,Combined,200,1620,180,cw,2,0.4060264510460174,0.004885695443640214,0.0013805604094839306,3.0496834967802576e-06,0.001214099665800199,0.38128805314602143,30.380812086353366,Not stored
364,RFR,0.15,Inverted,200,1620,180,cw,2,0.07740396116021664,0.0045899489713092136,0.0018236162045080365,4.5479860447814575e-06,0.0018071472579379907,0.07731628445959549,39.50332980136005,Not stored
365,GPR,0.15,Inverted,200,1620,180,cw,2,0.20183810700491234,0.004998781423403155,0.0016608379484969343,3.941806555922807e-06,0.0015284220718238843,0.20029642062475805,34.53401253825186,Not stored
366,ANN,0.15,Inverted,200,1620,180,cw,2,-0.11509318509088051,0.0070495885148681835,0.0019131870960022285,5.511269027969562e-06,0.0017474429038685669,-0.11811209049434623,38.53877113983529,Not stored
367,MTN,0.15,Inverted,200,1620,180,cw,2,0.19729449673296506,0.0048176231551394656,0.001663830547643878,3.967048002226691e-06,0.0015346786832491413,0.19517550089634228,34.314141157727896,Not stored
368,RFR,0.15,Combined,200,1620,180,cm,2,0.2911324670360156,0.004257168063870173,0.0015473624633147514,3.500440970227299e-06,0.0013860704237206858,0.28748057090276347,34.348989166526486,Not stored
369,GPR,0.15,Combined,200,1620,180,cm,2,0.45292836953568993,0.0045723290630298435,0.0013194976131731602,2.6947872060800916e-06,0.0010824382684536489,0.45147246934147145,28.420570517058852,Not stored
370,ANN,0.15,Combined,200,1620,180,cm,2,0.4781456341868726,0.004458621392633719,0.0012602854444104055,2.6049277780649687e-06,0.0009647592159138952,0.46976347578692,27.194361400178472,Not stored
371,MTN,0.15,Combined,200,1620,180,cm,2,0.4543017481980537,0.004524797031189565,0.0012861091721565268,2.6810687505219086e-06,0.001011673442270507,0.4542648792708347,26.805769588740603,Not stored
372,RFR,0.15,Inverted,200,1620,180,cm,2,0.16533491265920652,0.004735530102528973,0.001712592384519799,4.105831345362272e-06,0.0015026303562934763,0.16425255244995607,37.470568374762266,Not stored
373,GPR,0.15,Inverted,200,1620,180,cm,2,0.3317015181579409,0.004864443874845028,0.0014928060507408225,3.295434211628352e-06,0.0013558233436788219,0.3292099700957204,31.515611416104676,Not stored
374,ANN,0.15,Inverted,200,1620,180,cm,2,-0.1888874841505428,0.006974495706902234,0.0019178377861243778,5.8494261320721195e-06,0.0015103670392016006,-0.19065849234985044,37.88306269375201,Not stored
375,MTN,0.15,Inverted,200,1620,180,cm,2,0.31290846428411456,0.004962450135764348,0.0014482400429202153,3.380803255751944e-06,0.0011672237963926023,0.3118329872815898,29.92023250902648,Not stored
376,RFR,0.15,Combined,200,1620,180,lai,2,0.517672462755717,4.907699740132285,1.7256681782835241,4.27421160311438,1.5136184406829734,0.5176243836798204,45.15648004056942,Not stored
377,GPR,0.15,Combined,200,1620,180,lai,2,0.6071922528914808,4.415297194942516,1.5260803076532554,3.480812467852541,1.3156571084437103,0.6071652001852463,35.53899636614382,Not stored
378,ANN,0.15,Combined,200,1620,180,lai,2,0.6229814135028648,4.329521765231602,1.4571915040163799,3.364036068987235,1.2259616089237166,0.6203442592971674,31.524809955450912,Not stored
379,MTN,0.15,Combined,200,1620,180,lai,2,0.5982442885798664,4.845650305270665,1.5298199030503854,3.633254603440385,1.3298750789721616,0.5899610053686468,34.92879722466613,Not stored
380,RFR,0.15,Inverted,200,1620,180,lai,2,0.3223351599941602,6.2004682445211525,2.0830982858824205,6.004824625318224,2.0310381964116164,0.32231221836984114,66.49106606925366,Not stored
381,GPR,0.15,Inverted,200,1620,180,lai,2,0.6116055324254699,4.772436543282735,1.5336426292524905,3.443434830957344,1.424277057613227,0.6113835361751574,38.52659665101298,Not stored
