"";"Model";"NSamples";"Variable";"MAPE";"sd";"ErrorType";"ErrorTypeNames";"Model_ErrorType";"PT_type"
"510";"GPR";100;"lai";3,34439030075933;2,49241088546439;"Training";"Training error";"GPR Training error";17
"511";"MTN";100;"lai";27,4723519854994;17,2840251740679;"Training";"Training error";"MTN Training error";17
"512";"RFR";100;"lai";64,2563707649346;21,9641514425638;"Training";"Training error";"RFR Training error";17
"513";"ANN";350;"lai";20,294241612302;7,88488387747177;"Training";"Training error";"ANN Training error";17
"514";"GPR";350;"lai";1,32240326141269;2,31541098773559;"Training";"Training error";"GPR Training error";17
"515";"MTN";350;"lai";14,4793612032907;3,71464316298802;"Training";"Training error";"MTN Training error";17
"516";"RFR";350;"lai";41,0733988655103;10,8256619009895;"Training";"Training error";"RFR Training error";17
"517";"ANN";600;"lai";13,6300082144452;3,22914598312175;"Training";"Training error";"ANN Training error";17
"518";"GPR";600;"lai";0,416301750760244;0,201059181535633;"Training";"Training error";"GPR Training error";17
"519";"MTN";600;"lai";12,595247121016;3,52403724990551;"Training";"Training error";"MTN Training error";17
"520";"RFR";600;"lai";27,6052603276452;11,5028616924102;"Training";"Training error";"RFR Training error";17
"521";"ANN";850;"lai";10,2431620283899;1,75554717523393;"Training";"Training error";"ANN Training error";17
"522";"GPR";850;"lai";0,257232243089314;0,122411195203203;"Training";"Training error";"GPR Training error";17
"523";"MTN";850;"lai";8,41262128639313;2,03101527368709;"Training";"Training error";"MTN Training error";17
"524";"RFR";850;"lai";20,7259240713153;4,42035538916307;"Training";"Training error";"RFR Training error";17
"525";"ANN";1100;"lai";7,74449749714717;1,7817850184831;"Training";"Training error";"ANN Training error";17
"526";"GPR";1100;"lai";0,223103661780304;0,052547938792232;"Training";"Training error";"GPR Training error";17
"527";"MTN";1100;"lai";6,50848716047812;2,49766809484195;"Training";"Training error";"MTN Training error";17
"528";"RFR";1100;"lai";19,2157459102314;5,45629072827755;"Training";"Training error";"RFR Training error";17
"529";"ANN";1350;"lai";7,26820167700574;1,55495084981006;"Training";"Training error";"ANN Training error";17
"530";"GPR";1350;"lai";0,23070570725512;0,0976600472846256;"Training";"Training error";"GPR Training error";17
"531";"MTN";1350;"lai";5,67410765978727;1,6464887040624;"Training";"Training error";"MTN Training error";17
"532";"RFR";1350;"lai";17,2613609321847;2,24174267023143;"Training";"Training error";"RFR Training error";17
"533";"ANN";1600;"lai";6,30438472185866;1,29693709414934;"Training";"Training error";"ANN Training error";17
"534";"GPR";1600;"lai";0,172184769609599;0,0429881048895809;"Training";"Training error";"GPR Training error";17
"535";"MTN";1600;"lai";3,79689024038703;0,983667880970807;"Training";"Training error";"MTN Training error";17
"536";"RFR";1600;"lai";16,4868299842361;2,99557781321142;"Training";"Training error";"RFR Training error";17
"537";"ANN";1850;"lai";6,46141754572485;1,56813314540521;"Training";"Training error";"ANN Training error";17
"538";"GPR";1850;"lai";0,163542662133112;0,0494567583841973;"Training";"Training error";"GPR Training error";17
"539";"MTN";1850;"lai";3,34005559635411;1,02118275821796;"Training";"Training error";"MTN Training error";17
"540";"RFR";1850;"lai";14,4922942012631;0,791706299124887;"Training";"Training error";"RFR Training error";17
"541";"ANN";2100;"lai";6,90927405681335;2,78273012346586;"Training";"Training error";"ANN Training error";17
"542";"GPR";2100;"lai";0,142622042688234;0,0300325870397875;"Training";"Training error";"GPR Training error";17
"543";"MTN";2100;"lai";3,4415214939053;0,81804117000891;"Training";"Training error";"MTN Training error";17
"544";"RFR";2100;"lai";12,3152733517651;1,54920865522448;"Training";"Training error";"RFR Training error";17
"545";"ANN";2350;"lai";5,96023734820858;1,35681272210888;"Training";"Training error";"ANN Training error";17
"546";"GPR";2350;"lai";0,138444477328582;0,0167924710628884;"Training";"Training error";"GPR Training error";17
"547";"MTN";2350;"lai";3,48388680500746;1,00124599432962;"Training";"Training error";"MTN Training error";17
"548";"RFR";2350;"lai";14,2558674719054;2,26342961500638;"Training";"Training error";"RFR Training error";17
"549";"ANN";2600;"lai";4,82920283539553;0,780322908109236;"Training";"Training error";"ANN Training error";17
"550";"GPR";2600;"lai";0,138657497330513;0,0421905846880953;"Training";"Training error";"GPR Training error";17
"551";"MTN";2600;"lai";2,64445186796474;0,516741676182965;"Training";"Training error";"MTN Training error";17
"552";"RFR";2600;"lai";12,7501297207512;1,35499995034837;"Training";"Training error";"RFR Training error";17
"553";"ANN";2850;"lai";6,38565224952936;2,99492857082471;"Training";"Training error";"ANN Training error";17
"554";"GPR";2850;"lai";0,118205211931755;0,0162651767105137;"Training";"Training error";"GPR Training error";17
"555";"MTN";2850;"lai";3,89783390849147;2,06030526393445;"Training";"Training error";"MTN Training error";17
"556";"RFR";2850;"lai";11,7386994454324;1,13307973206417;"Training";"Training error";"RFR Training error";17
"557";"ANN";3100;"lai";5,84250075489939;1,04962461828549;"Training";"Training error";"ANN Training error";17
"558";"GPR";3100;"lai";0,122643666547321;0,00917429757289352;"Training";"Training error";"GPR Training error";17
"559";"MTN";3100;"lai";2,64583375312425;1,07621485285728;"Training";"Training error";"MTN Training error";17
"560";"RFR";3100;"lai";11,6680981287181;0,731366320573408;"Training";"Training error";"RFR Training error";17
"561";"ANN";3350;"lai";4,53174849390675;0,612200446196259;"Training";"Training error";"ANN Training error";17
"562";"GPR";3350;"lai";0,109799674981412;0,012729713283679;"Training";"Training error";"GPR Training error";17
"563";"MTN";3350;"lai";2,38062715880127;0,485368673052164;"Training";"Training error";"MTN Training error";17
"564";"RFR";3350;"lai";10,7981681000413;1,4416399295176;"Training";"Training error";"RFR Training error";17
"565";"ANN";3600;"lai";5,93139977444825;2,48827161658648;"Training";"Training error";"ANN Training error";17
"566";"GPR";3600;"lai";0,111895811546516;0,0154297470171266;"Training";"Training error";"GPR Training error";17
"567";"MTN";3600;"lai";2,40632879417694;1,06008970928741;"Training";"Training error";"MTN Training error";17
"568";"RFR";3600;"lai";11,1441724534075;0,952529565719305;"Training";"Training error";"RFR Training error";17
"569";"ANN";3850;"lai";4,86162443089959;0,914521556322773;"Training";"Training error";"ANN Training error";17
"570";"GPR";3850;"lai";0,111749261281256;0,0111800972779514;"Training";"Training error";"GPR Training error";17
"571";"MTN";3850;"lai";3,32626188884074;3,92703471081248;"Training";"Training error";"MTN Training error";17
"572";"RFR";3850;"lai";10,535313313207;1,574151720146;"Training";"Training error";"RFR Training error";17
"573";"ANN";4000;"lai";4,41198918305789;1,27638190753123;"Training";"Training error";"ANN Training error";17
"574";"GPR";4000;"lai";0,104306207717975;0,00756049348831168;"Training";"Training error";"GPR Training error";17
"575";"MTN";4000;"lai";2,45597883871995;0,894332336465635;"Training";"Training error";"MTN Training error";17
"576";"RFR";4000;"lai";10,7749532445305;1,3010263212744;"Training";"Training error";"RFR Training error";17
