;Model;NoiseLevel;NoiseType;OutOfBag;KFold_tr_samples;KFold_vl_samples;Variable;Fold_nr;ExplVar;Max_err;Mean_abs_Err;Mean_sqr_err;Median_abs_err;r2;MAPE;ModelName
56;RFR;0,5;Combined;200;1620;180;lai;2;0,017311447569298033;5,333013386670194;2,370120070649229;7,628780581582808;2,2390358778040316;0,01719631559838819;94,24145282433393;Not stored
57;GPR;0,5;Combined;200;1620;180;lai;2;0,03860121172030073;5,965937039100304;2,334088217992044;7,4660129699369815;2,2084616183737467;0,03816540845878058;89,45447543423302;Not stored
58;ANN;0,5;Combined;200;1620;180;lai;2;-0,02656835322097839;6,775557094077541;2,4304624640341057;8,01977613785577;2,389659985125848;-0,03317502084002277;94,11841371180157;Not stored
59;MTN;0,5;Combined;200;1620;180;lai;2;-0,13900649733441073;6,945717626075222;2,521246002213841;8,878971306645097;2,430572723850402;-0,14386376964802916;93,98141255167843;Not stored
60;RFR;0,5;Inverted;200;1620;180;lai;2;0,07122276290094276;5,55967129466453;2,316723152283859;7,218300189088975;2,131050667814643;0,07007785253647858;94,07551736893613;Not stored
61;GPR;0,5;Inverted;200;1620;180;lai;2;0,08326959102521891;6,973342880689046;2,2751884332278056;7,132398739231826;2,17931977082828;0,08114439987156141;90,62347652779398;Not stored
62;ANN;0,5;Inverted;200;1620;180;lai;2;-0,02910784535938915;8,25468663277529;2,387010661909573;7,993858029683745;2,16257492563333;-0,029836032133796264;97,43613021741001;Not stored
63;MTN;0,5;Inverted;200;1620;180;lai;2;-0,008690050973065189;7,152810083561969;2,2864084985496858;7,9794429010772285;1,939747291220483;-0,027978954013105684;95,2131359803742;Not stored
64;RFR;0,5;Combined;200;1620;180;cab;3;0,020162657917904614;82,6129113326963;29,16532416206482;1172,584870940491;28,495573039357755;0,020131376524131772;70,69485248171125;Not stored
65;GPR;0,5;Combined;200;1620;180;cab;3;0,029182338260623553;84,61142033455971;28,93665012891014;1163,0901669109264;27,388076417698997;0,028065610367945637;69,75549024347973;Not stored
66;ANN;0,5;Combined;200;1620;180;cab;3;0,04293026201570049;95,26862944840829;28,49018366131314;1149,61772905961;25,00859697567496;0,039323830953416294;72,31362651095681;Not stored
67;MTN;0,5;Combined;200;1620;180;cab;3;0,008297980371110847;90,2233226460578;29,11214704744744;1188,4387478407216;28,230851698527548;0,006883110304796158;70,84408446153867;Not stored
68;RFR;0,5;Inverted;200;1620;180;cab;3;-0,05259037190042304;69,08495115215204;30,238455034215512;1260,0093590363654;28,232651440036186;-0,0529247535109405;76,14190873776708;Not stored
69;GPR;0,5;Inverted;200;1620;180;cab;3;-0,06274372617258317;75,39808871570536;30,0778523104722;1272,9546857349276;28,48745104400325;-0,06374249452647263;74,65139732746228;Not stored
70;ANN;0,5;Inverted;200;1620;180;cab;3;-0,08090047224506614;95,26239752021345;30,563311898091847;1305,5254168321453;28,483920019723435;-0,09096017252724331;80,59295194225355;Not stored
71;MTN;0,5;Inverted;200;1620;180;cab;3;-0,007212264889220554;72,1959075360045;29,232628706016484;1205,4870095051106;28,226674409163117;-0,00736324158301449;75,05411614217586;Not stored
72;RFR;0,5;Combined;200;1620;180;cw;3;0,02216480704258017;0,004824477786814737;0,002035178110548675;5,2866937430086715e-06;0,0020954343232056005;0,017151333485503795;45,59994850087579;Not stored
73;GPR;0,5;Combined;200;1620;180;cw;3;0,020450693327477065;0,005150727336483923;0,002031676249292268;5,306321558027707e-06;0,0020453066165445353;0,013502328501327487;45,444183667604264;Not stored
74;ANN;0,5;Combined;200;1620;180;cw;3;-0,02074196389633709;0,005262110496438514;0,0020528952245193635;5,491729496399493e-06;0,002091294354489767;-0,02096684142759009;44,28408590561707;Not stored
75;MTN;0,5;Combined;200;1620;180;cw;3;0,029328590487138984;0,005820344316340457;0,0020003924536408546;5,2252393582813295e-06;0,002028478736496076;0,02857631155627116;43,805849958257426;Not stored
76;RFR;0,5;Inverted;200;1620;180;cw;3;0,008231451795321587;0,0042014628742023915;0,0020427857945535537;5,3567008421689324e-06;0,0020133271911624596;0,004136321192196202;46,104128500294436;Not stored
77;GPR;0,5;Inverted;200;1620;180;cw;3;-0,03215983249137233;0,004686293475087435;0,002048942986121758;5,579889300286941e-06;0,0019446706357084003;-0,03735662110899196;46,32945437739846;Not stored
78;ANN;0,5;Inverted;200;1620;180;cw;3;-0,08650142288030005;0,005570483006440783;0,002089151784630563;5,888923725162308e-06;0,001968557794711682;-0,09480917787899545;47,52757704120341;Not stored
79;MTN;0,5;Inverted;200;1620;180;cw;3;-0,05862955247792678;0,0046514211911187365;0,0020529081458910913;5,6973068232784675e-06;0,002145453919755535;-0,05918570020975733;45,47122158046225;Not stored
80;RFR;0,5;Combined;200;1620;180;cm;3;-0,014024637999077827;0,004667032458438896;0,0020353142747757515;5,4457003731806135e-06;0,0020696389396512352;-0,021677314858105978;47,23388818847678;Not stored
81;GPR;0,5;Combined;200;1620;180;cm;3;-0,03848312416368738;0,004995939067982192;0,002043852085702883;5,5748343931779516e-06;0,0021531829074453927;-0,0459043728610522;46,89004210281412;Not stored
82;ANN;0,5;Combined;200;1620;180;cm;3;-0,021447777804037838;0,005121951133965285;0,002024473665874539;5,478963872047825e-06;0,0019197562341264924;-0,02791793771220341;46,547860727705924;Not stored
83;MTN;0,5;Combined;200;1620;180;cm;3;-0,10298816944629041;0,005409193470856707;0,0020912279045362;5,932284419346596e-06;0,002157521812712879;-0,11296619372995242;48,13363001494139;Not stored
84;RFR;0,5;Inverted;200;1620;180;cm;3;0,006291091930177295;0,004301980252849447;0,0020078645138188952;5,3110040515303324e-06;0,001973619300042664;0,0035932962285166736;46,229532099961496;Not stored
85;GPR;0,5;Inverted;200;1620;180;cm;3;-0,00997481121781063;0,004800068123652952;0,002027195501967073;5,394488153965161e-06;0,0018508462533001575;-0,012069301373991204;46,26265479556412;Not stored
86;ANN;0,5;Inverted;200;1620;180;cm;3;-0,17472912397341722;0,0065411019929191554;0,002143556718911503;6,344564291705108e-06;0,0020954298465342184;-0,1903147373692109;50,11557600678922;Not stored
87;MTN;0,5;Inverted;200;1620;180;cm;3;-0,0775238323758114;0,0055606585316175655;0,0020240622211428133;5,744644484315725e-06;0,0018911038071428828;-0,07776273928970712;44,70270911008067;Not stored
88;RFR;0,5;Combined;200;1620;180;lai;3;0,06194219319226324;5,228691076709418;2,2567844154662113;6,910180259535512;2,1544461773904153;0,060728004643983535;75,94179485534728;Not stored
89;GPR;0,5;Combined;200;1620;180;lai;3;0,07071752713147483;5,611152581694866;2,236821287753156;6,841225003152963;2,0544695290809005;0,0701008051817622;72,13601389245738;Not stored
90;ANN;0,5;Combined;200;1620;180;lai;3;0,005384602339207456;5,868357545779095;2,286150051023751;7,318916250394334;1,9934729526456507;0,005170225354794389;73,95260912202697;Not stored
91;MTN;0,5;Combined;200;1620;180;lai;3;-0,02330266706118933;5,560981172864782;2,2809146624605425;7,54665776437291;2,1708250160353346;-0,025785729226111886;77,07053866495707;Not stored
92;RFR;0,5;Inverted;200;1620;180;lai;3;0,07319875533028808;5,198456058642931;2,261556699478406;6,818458743231034;2,3424087849430575;0,07319532798442807;75,71750882559697;Not stored
93;GPR;0,5;Inverted;200;1620;180;lai;3;0,03134547939441923;6,592372409875931;2,2902769903674565;7,126885267896099;2,2256483931569617;0,03127219626248501;74,03538703971144;Not stored
94;ANN;0,5;Inverted;200;1620;180;lai;3;-0,09842172739234112;6,6962598867398535;2,383101634894579;8,09135939941587;2,1436119124975352;-0,09982475171246241;76,82426524520098;Not stored
95;MTN;0,5;Inverted;200;1620;180;lai;3;-0,05316291037518872;7,536800487376224;2,3148591564287635;7,801873783664395;2,0545891403784045;-0,0604761787778354;69,37823985602589;Not stored
96;RFR;0,5;Combined;200;1620;180;cab;4;-0,021406422556976334;66,50998633693739;29,87165000165604;1191,3861155311376;28,5247250163362;-0,022893313079056288;64,84942784969675;Not stored
97;GPR;0,5;Combined;200;1620;180;cab;4;-0,032933034203316724;76,36722966047735;29,96908264207346;1205,9044928821327;26,991506860910857;-0,035358416470386844;64,84677309990123;Not stored
98;ANN;0,5;Combined;200;1620;180;cab;4;-0,12062251936580748;74,63111520999745;31,320908419318776;1311,834678317753;27,86859694873126;-0,12630733464458777;65,88020296388729;Not stored
99;MTN;0,5;Combined;200;1620;180;cab;4;-0,03448926025355692;76,3360102295287;29,982720196574427;1205,619200453167;29,899140960515194;-0,03511347176769419;66,57859507293617;Not stored
100;RFR;0,5;Inverted;200;1620;180;cab;4;-0,03234175882164658;72,9017358153561;30,643022547743968;1213,8564517450984;30,44786273380166;-0,042185762736027366;66,86151323339564;Not stored
